상품명,거래량,최근거래가,발매일,발매일로부터현재까지일,발매가,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일,가격변동성,수익률,콜라보,브랜드_Adidas,브랜드_Asics,브랜드_Converse,브랜드_Jordan,브랜드_Mihara Yasuhiro,브랜드_New Balance,브랜드_Nike,브랜드_Puma,브랜드_Salomon,브랜드_Vans
나이키 맥 어택 QS SP 블랙 앤 화이트,2.997696413,3.427710548,2023-09-14,15.77696094,3.9675446,2,2.867892471,2023-09-16,3.731462576,2024-01-27,9.559281645,1.046711732,496.6398586,4.299435727,0,0,0,0,0,0,0,1,0,0,0
나이키 사브리나 1 EP 스파크,2.712252133,3.44054883,2023-08-24,16.28326297,3.959586,4,2.873148261,2024-01-31,3.755009723,2023-10-29,7.42801956,0,421.3073189,27.17272016,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 1 옵시디언 앤 라이트 오어우드 브라운,2.052010919,3.438766694,2023-09-08,15.92442313,3.977411166,3,2.873729561,2023-10-21,3.752167155,2024-01-15,6.246429352,0.672240797,501.6329594,14.92522001,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 1 브론즈,2.317383059,3.426936516,2023-08-18,16.4230896,3.97435153,4,2.87188126,2024-04-15,3.720836711,2024-04-09,6.734772427,1.499690641,826.5543161,11.48484446,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 화이트 팀 그린,2.897571599,3.436009565,2023-07-20,17.07186455,3.959586,2,2.870448512,2024-01-03,3.740072443,2024-03-09,9.870346351,0.672240797,504.1372965,18.72332684,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 비비드 설퍼,2.589984172,3.422748681,2023-07-01,17.47495509,3.959586,3,2.861896792,2023-11-01,3.712485437,2024-01-12,7.79650359,0.672240797,471.0117183,-26.22211428,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 고어텍스 앤트러사이트 퓨어 플레티넘,2.114824114,3.44151847,2023-02-01,20.20868068,3.98503633,4,2.868808082,2023-10-25,3.74117618,2024-04-07,6.039083837,0,398.6123683,-33.65168575,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 테크 헤라 페일 아이보리 세일,3.114160559,3.442684672,2023-06-27,17.55779991,3.963849616,3,2.871813855,2024-05-07,3.735357567,2024-03-17,9.734964529,0,644.5557786,19.61932312,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 에어포스 1 LV8 2 라이트 포토 블루,2.359085985,3.411020266,2023-07-02,17.45413769,3.959586,2,2.865822143,2023-08-09,3.715431824,2024-02-26,6.463763282,1.499690641,613.9506932,4.784619552,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 알파 포스 88 유니버시티 레드 앤 화이트,2.114824114,3.44151847,2023-07-15,17.17952397,3.971072721,4,2.868895857,2023-07-28,3.732135525,2023-12-19,7.858495413,1.656452944,538.5375197,4.419631433,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 테라스케이프 90 화이트,2.666445536,3.441755682,2022-12-16,20.94358278,3.97770608,4,2.865934357,2024-04-25,3.724915363,2023-10-03,7.242354495,0.672240797,491.6675512,-42.33861797,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 알파 포스 88 라이트 본 앤 코코넛 밀크,2.317383059,3.426542104,2023-07-05,17.39142713,3.971072721,2,2.86965745,2023-07-09,3.74117618,2024-02-08,10.22429167,1.499690641,444.5224396,7.072152892,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 코코넛 밀크,3.134617186,3.426142609,2023-06-27,17.55779991,3.9675446,2,2.86965745,2023-08-22,3.732798628,2024-03-23,12.74807108,0.672240797,568.4200303,10.10874675,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 플랫 퓨터,2.052010919,3.44151847,2023-03-27,19.30165623,3.9675446,3,2.865822143,2024-04-29,3.732135525,2023-11-01,5.23663497,0,380.8936625,-9.43384205,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 골프 NRG 퓨어 플래티넘 다크 옵시디언,2.733831354,3.448053064,2023-03-06,19.66313421,3.97435153,2,2.873785965,2024-04-06,3.750886156,2024-04-16,6.100151252,0.672240797,525.2080197,17.59148691,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 하이 레트로 프리미엄 스모크 그레이 앤 블랙,2.774642884,3.417401966,2023-06-25,17.59897046,3.9675446,3,2.865934357,2024-01-22,3.723325976,2023-11-14,8.500053749,1.046711732,513.8694834,-8.301204759,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 SE 세퀘이아 알라바스터,3.059168833,3.44151847,2023-06-16,17.78221157,3.963849616,3,2.868895857,2023-07-26,3.707147455,2024-02-20,7.318175069,1.656452944,844.0813155,10.78540211,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 라이트 실버 앤 오션 블리스,3.445559106,3.433909931,2023-06-15,17.80237104,3.959586,2,2.869325112,2023-12-21,3.699893806,2023-08-16,9.791412201,1.996108559,930.3283706,15.38953224,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 LV8 나일론 모나크 세일,2.754610236,3.44151847,2023-04-26,18.76374675,3.963730634,2,2.865934357,2023-09-01,3.710418409,2023-12-13,9.524670648,0.672240797,681.0726455,0.616606109,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 허라치 프리미엄 에니그마 스톤,2.469230019,3.437967113,2023-05-03,18.63429613,3.9675446,4,2.86690105,2024-03-10,3.720836711,2023-07-19,3.804609605,0,594.4890256,0,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 덩크 로우 NN KWE 블루 위스퍼,3.646747114,3.444021721,2023-05-10,18.50326054,3.950950742,3,2.87577474,2024-02-22,3.720836711,2023-10-18,14.221215,2.293748371,991.7463673,43.75669866,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 39 프리미엄 화이트 볼트,3.281576466,3.419942013,2022-11-17,21.37519906,3.947429524,4,2.863340555,2023-06-13,3.727202466,2023-07-26,7.812132012,0,331.4486138,7.633327165,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 플러스 블랙 메탈릭 실버,2.359085985,3.46150606,2023-04-08,19.08966457,3.991334916,2,2.876227261,2024-04-27,3.768237144,2023-08-05,8.284295953,0,383.7240284,11.50028543,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 블랙 엘리멘탈 골드,2.359085985,3.448053064,2022-12-21,20.86755815,3.989844606,4,2.870524677,2023-07-13,3.754217492,2023-06-05,6.357478906,0,283.4466581,-29.4619541,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 SE 화이트 메탈릭 실버,2.774642884,3.437695516,2023-05-09,18.52207879,3.963730634,3,2.870138633,2023-06-16,3.732135525,2024-03-17,10.26592999,1.046711732,602.386365,14.61717615,0,0,0,0,0,0,0,1,0,0,0
나이키 르브론 NXXT 젠 EP 라이트 오어우드 브라운,2.997696413,3.446113327,2023-05-01,18.67144166,3.977411166,2,2.874280324,2023-07-19,3.750450212,2024-02-08,6.590564303,1.046711732,560.5371402,16.72731379,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 쿨 그레이 유니버시티 블루,2.589984172,3.443803379,2023-01-09,20.57410159,3.980276767,2,2.869739061,2024-03-02,3.752999607,2024-01-06,7.463658894,0,260.3085317,-6.334431785,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 덩크 로우 SE 이스터,2.359085985,3.422297631,2023-05-05,18.59702123,3.944531295,3,2.870448512,2024-03-16,3.699893806,2023-11-18,8.450717142,1.304341822,971.6777724,30.0221262,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 자 1 데이 원,2.774642884,3.426142609,2023-05-03,18.63429613,3.944531295,4,2.864641334,2023-09-05,3.714469265,2023-11-05,4.122277058,0,571.5860002,13.42005648,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 바시티 레드 앤 미디움 그레이,2.224329491,3.40474256,2023-05-01,18.67144166,3.955054933,2,2.865362966,2023-05-20,3.711462713,2024-03-31,7.355292331,1.787027315,642.7057251,7.334140697,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 ESS 트렌드 세일 옥시전 퍼플,2.532721809,3.433597295,2023-03-08,19.62920842,3.963849616,3,2.867892471,2024-03-11,3.74117618,2024-02-04,9.299133473,1.304341822,349.9065943,7.691753017,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 플러스 그레이프 아이스,2.434724697,3.424491394,2022-06-24,23.34428565,3.98830054,3,2.86965745,2023-07-19,3.73836282,2024-04-12,8.560570465,1.304341822,487.3750647,-34.93762394,0,0,0,0,0,0,0,1,0,0,0
나이키 야니스 이모탈리티 2 코코넛 밀크 유니버시티 블루,2.616620864,3.44897192,2023-03-21,19.40614141,3.948088213,4,2.870448512,2023-06-13,3.754615531,2023-05-14,7.843126858,0.672240797,272.7454794,27.35040338,0,0,0,0,0,0,0,1,0,0,0
나이키 코트 에어 줌 베이퍼 AJ3 레이서 블루,3.338150352,3.454477132,2023-04-14,18.98210881,3.985507349,4,2.877114593,2023-09-19,3.773463793,2023-10-30,7.858495413,1.656452944,346.8967891,19.65369286,0,0,0,0,0,0,0,1,0,0,0
나이키 x 런 더 쥬얼 SB 덩크 하이 액티브 핑크 앤 블랙,3.163848761,3.437967113,2023-04-20,18.87347859,3.971072721,3,2.877852536,2023-04-20,3.746307941,2024-01-07,10.11780026,2.504832088,816.520147,34.61478957,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 인피니티 투어 넥스트% 보아 와이드 화이트 오로라 블루,2.928137396,3.458618379,2022-05-11,23.88280671,3.99438812,4,2.873785965,2024-05-03,3.711462713,2023-09-16,6.734772427,0,996.6237232,-4.628334718,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 1 '86 오리지널 골프 NRG 토파즈 골드,2.913071054,3.449508109,2023-03-30,19.24904048,3.9829695,4,2.876227261,2023-05-04,3.758753894,2023-12-23,6.663692079,0,545.4269899,18.68827853,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 1 미카 그린,2.733831354,3.451711086,2023-04-14,18.98210881,3.97435153,4,2.87577474,2023-05-12,3.7359751,2023-08-11,8.463130149,0,836.2268009,24.2347244,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 트레이너 1 위트 골드,2.052010919,3.416869514,2023-04-13,19.00010866,3.9675446,4,2.86690105,2023-05-07,3.713487372,2024-01-18,7.124398231,1.304341822,687.5252274,0,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 모어 업템포 코코넛 밀크,2.224329491,3.447865368,2023-04-13,19.00010866,3.985507349,2,2.874280324,2023-06-14,3.752999607,2023-09-13,7.888979964,1.304341822,520.7957703,9.860283454,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 제너레이션 퍼스트 게임 2023,2.052010919,3.463082014,2023-03-21,19.40614141,3.991334916,3,2.878911244,2023-06-16,3.78210584,2024-01-20,5.912099503,0.672240797,305.7668785,21.16721989,0,0,0,0,0,0,0,1,0,0,0
나이키 x 언더커버 목 플로우 SP 블랙,2.272615388,3.430275213,2023-04-12,19.0180788,3.977411166,2,2.870750136,2023-04-25,3.74117618,2023-06-24,7.184034233,0.672240797,503.9701794,4.900719552,1,0,0,0,0,0,0,1,0,0,0
나이키 PG 6 EP 브레드,3.059168833,3.448053064,2022-07-28,22.91237854,3.96891682,4,2.86898298,2023-12-07,3.730779516,2023-05-27,6.711298697,0.672240797,562.1100537,6.769062008,0,0,0,0,0,0,0,1,0,0,0
나이키 메트콘 7 화이트 검,3.699073045,3.43902829,2022-06-14,23.46862933,3.973521245,3,2.86965745,2023-04-22,3.740627803,2023-06-13,9.213716797,1.046711732,452.9615629,4.75810246,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 덩크 로우 울프 그레이 게임 로얄,3.486519638,3.446512778,2023-03-28,19.28414554,3.950066949,3,2.86965745,2024-02-15,3.74582156,2023-06-22,11.99352224,1.898699836,371.7184295,23.47537173,0,0,0,0,0,0,0,1,0,0,0
나이키 카이리 인피니티 EP 블랙 유니버시티 레드,2.114824114,3.43902829,2022-04-29,24.02595025,3.9675446,3,2.873785965,2023-04-05,3.743818616,2023-08-08,6.188965392,0.672240797,631.2848301,23.01140789,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 90 AMD 페일 아이보리 서밋 화이트,2.114824114,3.436582598,2023-02-02,20.19252724,3.971072721,4,2.86965745,2023-04-07,3.727202466,2023-08-12,6.515254636,0,644.7409056,7.072152892,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 97 펄 핑크 세일,2.830730116,3.421840118,2022-12-21,20.86755815,3.985507349,3,2.868630539,2023-05-02,3.734731378,2024-05-04,10.19623391,0,487.0455221,-37.64089933,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 스프링 믹스,2.689812505,3.426542104,2023-04-10,19.0539304,3.959586,3,2.873729561,2023-03-27,3.724915363,2024-01-12,9.567874711,1.656452944,864.6876735,29.11535764,0,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 에어포스 1 LV8 3 포톤 더스트,2.398096672,3.426936516,2020-03-14,31.15861531,3.951667085,2,2.865934357,2024-02-03,3.684989655,2023-10-05,7.42801956,1.046711732,938.1054899,11.67728793,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 블랙 레이서 블루,2.897571599,3.437421311,2022-12-19,20.89802668,3.963730634,4,2.867987271,2024-01-08,3.743818616,2024-01-23,8.336534538,0,313.5455288,8.091912439,0,0,0,0,0,0,0,1,0,0,0
나이키 티엠포 레전드 9 엘리트 MI FG 화이트 게임 로얄,2.434724697,3.46150606,2022-10-04,22.00198022,4.0038546,2,2.880608321,2023-12-22,3.784873038,2023-04-03,6.565710542,0,372.0129518,16.43641573,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 90 퓨추라 서밋 화이트,2.398096672,3.422297631,2022-09-17,22.23584304,3.973521245,3,2.864641334,2023-05-12,3.727940462,2023-04-27,6.781082609,0,384.1717245,-42.72082213,0,0,0,0,0,0,0,1,0,0,0
나이키 코트 레거시 넥스트 네이처 화이트 그레이 포그,2.562058693,3.447865368,2022-07-01,23.25653395,3.935626443,2,2.868808082,2024-04-23,3.728666846,2023-04-24,7.812132012,0.672240797,582.724433,31.54318412,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 ATL,3.505740957,3.411652717,2023-04-04,19.16078443,3.959586,2,2.86965745,2023-11-08,3.719101726,2023-11-09,7.516251336,1.656452944,745.7483597,16.36925312,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 프리데이 라이트 본 옵시디언,2.224329491,3.426142609,2022-09-29,22.07122182,3.971072721,4,2.867003917,2023-06-14,3.720836711,2023-11-19,5.777980623,0.672240797,599.5095891,-7.720530003,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 화이트 벨벳 브라운,2.848223796,3.462980227,2023-01-17,20.44830231,3.963730634,3,2.876227261,2023-09-07,3.750886156,2023-07-21,11.14530928,1.046711732,665.9901137,34.63460007,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 페가수스 83 화이트 유니버시티 레드,2.469230019,3.430275213,2022-09-17,22.23584304,3.958136577,2,2.863340555,2023-11-25,3.701176306,2023-04-30,6.039083837,0,677.2888418,-7.046004733,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 테라스케이프 97 서밋 화이트 말라카이트,2.532721809,3.455891036,2022-09-17,22.23584304,3.987905708,2,2.873500869,2024-01-25,3.762177165,2023-11-12,7.063379334,0.672240797,320.9895482,4.67825414,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 줌 페가수스 39 블랙 화이트,3.30355988,3.412273705,2022-04-28,24.03780986,3.959586,3,2.861896792,2023-06-27,3.703649273,2023-11-10,7.104215721,0.672240797,585.3896113,-26.22211428,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 플러스 클라우드 그레이 블랙,2.793978196,3.451219215,2022-08-01,22.86060039,3.98503633,2,2.870448512,2024-03-15,3.74117618,2023-10-20,9.025115853,0,487.5398708,-13.31850568,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 알파 트레이너 5 블랙 화이트,2.928137396,3.40474256,2022-08-02,22.84762305,3.938328581,3,2.863340555,2023-07-30,3.706008016,2023-09-16,7.223056663,0.672240797,619.5850196,14.41627673,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 골프 NRG 화이트 팬텀,2.532721809,3.448053064,2023-02-06,20.12768494,3.97435153,4,2.872406022,2023-06-13,3.754615531,2024-01-29,5.561298977,0,384.1717245,13.1646609,0,0,0,0,0,0,0,1,0,0,0
나이키 로말레오 4 SE 페일 아이보리 플래시 크림슨,2.957058035,3.466819634,2020-08-06,30.05132488,3.996801445,4,2.879890218,2023-10-23,3.785748622,2023-12-02,6.663692079,0,303.4626722,20.04567263,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 프리 메트콘 블랙 화이트,3.234456468,3.420427107,2021-03-30,28.06969717,3.96891682,4,2.864641334,2023-04-20,3.716375725,2024-03-28,6.871268214,0,546.4635512,-26.74848697,0,0,0,0,0,0,0,1,0,0,0
(PS) 나이키 에어 모어 업템포 96 코발트 블리스,2.224329491,3.436297503,2023-02-17,19.9474468,3.950066949,4,2.86690105,2023-03-03,3.740072443,2023-12-14,5.054975059,1.304341822,315.1934788,15.56822151,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 LV8 EMB 서밋 화이트 블루 위스퍼,3.519657632,3.441755682,2023-02-18,19.93091906,3.96891682,3,2.870448512,2023-03-09,3.727940462,2023-12-14,14.20721152,1.499690641,674.0795077,11.44234053,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 목 오션 블리스,2.17196595,3.417401966,2023-02-22,19.86456603,3.944531295,2,2.865245507,2023-04-10,3.711462713,2024-03-26,8.121592854,1.499690641,637.3530887,15.05051529,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 테라스케이프 플러스 화이트 퓨어 플래티넘 블루,2.689812505,3.444453209,2022-10-10,21.93234876,3.992899487,4,2.870524677,2023-05-14,3.74117618,2023-09-24,8.310534107,1.499690641,491.6675512,-41.04501444,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 SE 샌드드리프트,4.438687751,3.455891036,2023-03-20,19.44075185,3.959586,3,2.882213712,2024-04-24,3.746307941,2023-12-29,15.90763696,1.656452944,1030.36833,66.6782731,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 플랫폼 서밋 화이트 미드나잇 네이비,2.830730116,3.445911338,2023-01-15,20.49563668,3.9675446,2,2.874280324,2023-02-05,3.758394775,2024-01-01,11.84891336,0,432.536479,24.64639092,0,0,0,0,0,0,0,1,0,0,0
나이키 메트콘 7 Black,3.266359632,3.443803379,2022-05-23,23.7502243,3.973682086,3,2.872845214,2023-09-23,3.756925246,2023-09-24,7.42801956,1.046711732,371.4240041,15.10953935,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 x 세레나 윌리엄스 디자인 크루 에어 모어 업템포,2.754610236,3.426142609,2023-02-03,20.19252724,3.985507349,4,2.875055012,2023-02-03,3.706008016,2023-12-29,7.463658894,1.304341822,1085.420633,12.53243793,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 화이트 오닉스 코트 퍼플,3.059168833,3.462043363,2023-02-02,20.20868068,3.969094423,2,2.875349111,2024-03-25,3.765325836,2023-10-21,10.01514043,2.504832088,379.5560051,27.04120084,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 줌X 베이퍼플라이 넥스트% 2 매직 엠버 브라이트 크림슨,2.793978196,3.443361374,2022-07-27,22.93818935,3.996345133,2,2.873148261,2023-04-28,3.755009723,2024-02-19,6.274664346,1.046711732,421.3073189,-19.0716685,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 쉐도우 세일 라이트 실버,3.059168833,3.44151847,2022-12-28,20.77567749,3.973682086,3,2.874803243,2023-03-02,3.754615531,2023-04-11,10.97124924,1.898699836,525.8882012,21.47548649,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 화이트 앨러배스터,2.984492654,3.418441748,2023-01-18,20.44830231,3.963730634,4,2.86898298,2023-04-22,3.706008016,2024-03-20,11.74767216,2.082384297,859.0472518,11.14699504,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 x 프리미엄 굿즈 에어포스 1 로우 블랙 샌드,4.097895439,3.447676324,2023-01-21,20.40077398,3.986168064,4,2.876271394,2024-03-27,3.754615531,2023-11-03,12.07595333,3.371736273,613.043937,16.15021208,1,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 테라스케이프 90 서밋 화이트 레드 클레이,2.398096672,3.436582598,2022-12-27,20.79104079,3.97435153,4,2.869409095,2023-05-21,3.743818616,2023-10-08,7.184034233,0,389.8613137,2.91753668,0,0,0,0,0,0,0,1,0,0,0
나이키 PG 4 EP 크림슨 그린 애플,2.224329491,3.437967113,2020-12-19,28.95673926,3.969094423,4,2.866480723,2023-11-14,3.699893806,2023-03-14,6.246429352,0,820.404893,-7.286648581,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 페가수스 83 화이트 블랙,3.274026321,3.426542104,2022-08-19,22.63816926,3.958270137,3,2.87188126,2024-04-25,3.724127396,2023-05-22,9.232905522,1.046711732,789.3407851,24.11411686,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 에센셜 게임 로얄,3.234456468,3.41465009,2023-02-14,20.01331835,3.955054933,3,2.868895857,2023-12-18,3.724915363,2024-04-20,11.41064614,2.406973104,637.3530887,17.54901269,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 하이 라이트 실버 앤 서밋 화이트,2.616620864,3.44985952,2023-01-16,20.47987998,3.9675446,2,2.874803243,2023-01-14,3.699893806,2023-11-21,9.823221763,1.499690641,1119.674805,26.41284741,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 트레이너 1 블랙 앤 쿨 그레이,2.942792857,3.415778254,2023-01-10,20.57410159,3.9675446,3,2.867987271,2023-01-11,3.698578765,2023-10-18,8.163149074,1.787027315,892.0598867,4.640836873,0,0,0,0,0,0,0,1,0,0,0
나이키 카이리 인피니티 EP 라이트 마린 레이저 블루,2.224329491,3.446113327,2022-04-01,24.36569546,3.973682086,2,2.870448512,2024-01-11,3.73836282,2023-01-31,6.758032317,0.672240797,529.6357422,7.375196624,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 쉐도우 서밋 화이트 유니버시티 레드,2.17196595,3.466120123,2022-12-14,20.98896431,3.963968303,2,2.877195011,2024-02-15,3.758753894,2023-11-16,9.232905522,0,604.3674709,38.16857344,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 하이 레트로 싸이킥 퍼플 앤 블랙,2.970952044,3.439287488,2023-03-09,19.62920842,3.959586,3,2.870448512,2024-02-24,3.730086068,2023-11-27,9.336345549,1.304341822,645.8521322,18.72332684,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 줌 포고 플러스 노이즈 아쿠아,2.052010919,3.41465009,2022-12-27,20.79104079,3.938328581,4,2.865934357,2023-09-02,3.724915363,2024-01-20,8.217628411,1.787027315,491.6675512,21.31251171,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 모어 업템포 로즈우드 앤 울프 그레이,2.532721809,3.448053064,2023-01-03,20.68307335,3.9829695,3,2.873785965,2023-02-15,3.720836711,2023-07-29,7.601700934,1.304341822,909.5076623,10.41110018,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 TC 7900 프리미엄 2 포톤 더스트,3.124490575,3.443803379,2022-09-17,22.24946378,3.959586,4,2.86690105,2024-05-09,3.730086068,2023-05-01,9.559281645,1.304341822,465.9863477,8.223683168,0,0,0,0,0,0,0,1,0,0,0
나이키 블레이저 로우 '77 화이트 유니버시티 레드,2.50183296,3.40474256,2022-07-05,23.21874393,3.944531295,4,2.863340555,2023-02-21,3.711462713,2024-02-03,7.261513085,0.672240797,550.7913644,9.897089825,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 에센셜 화이트 투어 옐로우,2.666445536,3.449508109,2022-09-26,22.12633802,3.977411166,4,2.875300685,2023-12-16,3.74117618,2023-09-08,7.410021497,0,748.5042167,20.119984,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 울프 그레이 블랙,2.434724697,3.417401966,2022-12-19,20.91323155,3.963730634,4,2.865362966,2023-05-23,3.711462713,2023-08-25,7.280534627,0,642.7057251,-3.421175894,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 하이 프로 ISO 스위트 비트 화이트,2.114824114,3.426142609,2022-12-17,20.92841689,3.959586,3,2.870448512,2023-02-18,3.732135525,2023-09-18,7.934090364,1.499690641,618.3108808,18.72332684,0,0,0,0,0,0,0,1,0,0,0
나이키 x 슬램잼 에어포스 1 로우 SP 서밋 화이트,2.224329491,3.451548179,2022-12-09,21.04920436,3.98830054,2,2.876227261,2022-12-15,3.768237144,2023-08-25,8.823914364,1.499690641,383.7240284,14.17159757,1,0,0,0,0,0,0,1,0,0,0
나이키 오프라인 팩 블랙 앤트러사이트,3.496228442,3.436297503,2022-11-04,21.56376162,3.9675446,2,2.870524677,2022-12-18,3.692961257,2023-08-16,8.666440096,1.499690641,1030.143319,12.78530288,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 SE 라이트 본 하바네로 레드,2.616620864,3.436582598,2022-07-14,23.09197495,3.9829695,3,2.872596444,2023-12-16,3.74278095,2023-03-30,7.391902154,1.304341822,581.1277552,6.230208398,0,0,0,0,0,0,0,1,0,0,0
나이키 와플 트레이너 2 SE 세일 미디움 그레이,3.835967577,3.436297503,2022-05-04,23.96649375,3.950066949,3,2.870448512,2023-12-05,3.709351693,2023-06-28,12.55999643,1.787027315,885.0779504,25.87053328,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 퓨어 플래티넘 골지 그린,3.070642876,3.439287488,2022-06-28,23.29421434,3.977411166,2,2.870448512,2024-04-21,3.74117618,2023-10-09,8.536514364,1.656452944,487.5398708,3.738517812,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 1 프리미엄 허니 듀,2.616620864,3.426142609,2022-12-20,20.88280224,3.977411166,4,2.86965745,2023-01-22,3.735357567,2023-11-13,7.00090494,1.046711732,531.6845191,0,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 하이 레트로 SE 허니듀,2.224329491,3.43902829,2022-12-07,21.07921033,3.9675446,4,2.869739061,2023-01-01,3.735357567,2023-07-18,10.01514043,1.046711732,535.9633665,10.36294976,0,0,0,0,0,0,0,1,0,0,0
나이키 메트콘 7 화이트 블랙,3.351330547,3.445707814,2021-07-06,27.16630716,3.9675446,4,2.871259233,2023-07-25,3.739509938,2024-02-20,8.98386558,1.304341822,556.3516727,15.04008979,0,0,0,0,0,0,0,1,0,0,0
나이키 르브론 20 사우스 비스트 멀티 컬러,3.209121076,3.459698933,2022-12-03,21.13899652,3.992335303,2,2.878254848,2023-03-12,3.77145975,2023-01-13,7.373659717,1.304341822,459.0528321,17.88442396,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 97 SE 프랄린 데저트 오커,3.191494435,3.447100936,2022-11-27,21.22811848,3.985507349,4,2.87577474,2023-03-13,3.745329557,2023-07-11,8.643241595,1.996108559,718.6166128,14.99835918,0,0,0,0,0,0,0,1,0,0,0
