상품명,거래량,최근거래가,발매일,발매일로부터현재까지일,발매가,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일,가격변동성,수익률,콜라보,브랜드_Adidas,브랜드_Asics,브랜드_Converse,브랜드_Jordan,브랜드_Mihara Yasuhiro,브랜드_New Balance,브랜드_Nike,브랜드_Puma,브랜드_Salomon,브랜드_Vans
나이키 V2K 런 라이트 오어우드 브라운 카키,4.748321298,3.427710548,2024-01-04,12.40223739,3.959586,4,2.86965745,2024-05-10,3.734096313,2024-03-19,20.3458268,2.630285078,549.9246658,16.36925312,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 3 볼트,4.753022151,3.471594116,2024-02-15,10.65756215,4.00645625,4,2.885397238,2024-02-15,3.800697695,2024-05-07,15.89824938,3.678740081,421.3073189,34.61974264,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 WB 플랙스 위트,4.535705993,3.445502732,2023-12-18,13.00645369,3.969553058,3,2.876574889,2024-03-18,3.746307941,2024-05-14,18.83668579,2.667595508,748.7012255,31.04996496,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 SE 밸런타인데이 세일 어도비,4.742146353,3.432312562,2024-02-14,10.70453194,3.955054933,4,2.86965745,2024-02-02,3.727202466,2024-03-26,20.9150937,2.736732394,644.7409056,19.77535451,0,0,0,0,0,0,0,1,0,0,0
나이키 V2K 런 화이트 퍼,4.735441,3.433909931,2023-09-08,15.90000729,3.959586,4,2.870448512,2024-02-22,3.712485437,2023-12-28,19.69362078,3.576885277,853.6302611,18.72332684,0,0,0,0,0,0,0,1,0,0,0
나이키 프리미어 3 TF 블랙 화이트,3.921651148,3.406962063,2022-02-13,24.8765939,3.960059705,2,2.867987271,2023-09-16,3.706008016,2024-05-13,12.80203337,1.898699836,818.5637937,11.09226256,0,0,0,0,0,0,0,1,0,0,0
나이키 코르테즈 미드나잇 네이비,3.838220805,3.425327899,2023-05-07,18.54086384,3.950066949,4,2.873785965,2023-06-07,3.720836711,2023-11-08,15.36048821,1.787027315,909.5076623,36.93320901,0,0,0,0,0,0,0,1,0,0,0
나이키 코르테즈 화이트 캠프파이어 오렌지,3.864375539,3.418949539,2023-09-26,15.47480318,3.951514441,3,2.861272849,2024-01-27,3.706008016,2024-05-10,14.06686561,2.229786259,528.1013193,-8.159619252,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 화이트 레드 스타더스트,4.708932532,3.424491394,2023-07-14,17.20091705,3.950066949,4,2.874063503,2024-02-29,3.721681082,2024-03-03,20.75935268,2.667595508,912.9284933,37.94239683,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 쿠키니 원 블루 옵시디언,4.613010118,3.416869514,2023-03-23,19.37142257,3.9675446,3,2.87118791,2024-03-09,3.699893806,2024-05-18,20.35018772,3.638306584,998.3997757,14.82048922,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 빈티지 클로로필 스웨이드,4.25119232,3.425327899,2024-01-12,12.13892949,3.955054933,3,2.869739061,2024-05-18,3.724915363,2024-05-14,18.23448727,2.159737683,678.4230619,20.01777718,0,0,0,0,0,0,0,1,0,0,0
나이키 코르테즈 블랙 화이트,4.120096614,3.41465009,2023-12-13,13.20907553,3.950066949,2,2.867796915,2024-02-14,3.711462713,2024-04-03,15.12730297,1.499690641,751.0670132,18.08511074,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 라이트 본 앤 블랙,5.011753058,3.468397359,2023-08-03,16.76403497,3.985507349,2,2.885841884,2024-04-05,3.767955784,2023-09-06,21.01776208,4.422288237,985.7741384,59.60921013,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 블랙 앤 화이트,4.471393805,3.422297631,2023-07-14,17.20091705,3.950066949,2,2.870448512,2023-11-02,3.720836711,2024-05-01,17.59684551,2.667595508,761.553027,25.87053328,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 쿠키니 필그림 세쿼이아,4.564592284,3.411020266,2022-12-27,20.77567749,3.9675446,3,2.86679731,2024-03-21,3.692961257,2023-09-10,17.90605926,3.245561783,899.2772601,-0.682923778,0,0,0,0,0,0,0,1,0,0,0
나이키 터미네이터 하이 유니버시티 레드 앤 화이트,4.157998247,3.421840118,2023-06-10,17.902581,3.971072721,2,2.868808082,2023-06-06,3.689912429,2024-05-11,14.55653133,2.293748371,996.1799158,4.094783118,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 SP 화이트 앤 유니버시티 레드 2023,5.042245685,3.430969824,2023-09-09,15.90000729,3.959586,2,2.872845214,2024-02-03,3.722510684,2024-02-14,21.20524877,4.406614197,851.1349228,26.18257994,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 휴마라 미드나잇 네이비 앤 옵시디언,4.390060714,3.450548341,2023-02-28,19.76430051,3.977411166,2,2.873785965,2023-12-12,3.724915363,2024-02-08,18.59947513,3.027508338,867.1994568,15.10953935,0,0,0,0,0,0,0,1,0,0,0
나이키 코비 6 프로트로 리버스,4.593767492,3.47846064,2023-12-15,13.14210514,3.985507349,2,2.889283039,2024-04-20,3.799579187,2024-01-10,15.93257293,3.854508339,765.7245854,85.18154066,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 빈티지 블랙 앤 화이트,4.659793248,3.419942013,2023-10-18,14.89334674,3.9675446,3,2.874597259,2023-10-18,3.712485437,2024-04-21,18.71907029,3.799213188,1018.470948,25.7139304,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 P-6000 레이저 블루,4.648761077,3.435128174,2019-05-03,33.34847395,3.958002652,2,2.879890218,2022-05-06,3.720836711,2024-02-01,17.06727838,3.818210625,1145.185194,55.67915989,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 화이트 유니버시티 블루,4.018453445,3.412883596,2023-07-14,17.20091705,3.950066949,4,2.867892471,2024-04-08,3.711462713,2024-05-10,15.87941384,2.293748371,755.2146118,18.35559394,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 프리미엄 미드나잇 네이비 앤 화이트,4.740735551,3.428836214,2023-08-24,16.28326297,3.9675446,3,2.871813855,2023-08-31,3.719977094,2024-04-06,20.27745237,4.04415521,832.9287832,16.75063154,0,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 코코넛 밀크 미디움 블루,4.791460309,3.426142609,2023-03-22,19.38879559,3.968809934,4,2.87577474,2023-04-09,3.728666846,2024-04-30,17.88172055,3.779603488,916.3546671,28.77130974,0,0,0,0,0,0,0,1,0,0,0
나이키 터미네이터 하이 블랙 앤 팬텀,4.203739034,3.40474256,2023-02-25,19.81454462,3.9675446,3,2.870371831,2023-04-06,3.697229667,2024-04-25,16.32778321,2.703019661,991.3034652,12.31518344,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 미드나잇 네이비,4.523982545,3.428465572,2023-07-14,17.20091705,3.950066949,2,2.873148261,2023-07-12,3.711462713,2024-03-11,19.13453944,2.935492554,972.3366512,34.67668176,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 워터캣+ 팬텀,4.712916651,3.439287488,2023-06-03,18.04126425,3.963730634,4,2.87320785,2023-06-07,3.719101726,2024-01-05,16.16121745,3.31866452,902.4690866,24.1256139,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 파이어베리 피어스 핑크,3.968766936,3.445087813,2023-09-26,15.47480318,3.966319597,3,2.874226543,2024-04-15,3.750886156,2024-05-02,17.36115444,2.590885735,550.7913644,25.44174199,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 x 트래비스 스캇 에어포스 1 '07 로우 캑터스 잭 유토피아 에디션 화이트,3.670391953,3.464075796,2023-07-29,16.87508201,3.981400609,2,2.87788983,2024-05-16,3.755009723,2023-10-25,15.18126402,2.352563982,701.8482531,25.92078738,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 팀 레드,4.144341843,3.439798842,2022-03-10,24.6064947,3.959586,2,2.878254848,2022-11-09,3.723325976,2024-05-13,17.87154283,2.406973104,1067.317968,46.49700351,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 스피리돈 케이지 2 트리플 화이트,3.970413653,3.482455246,2020-05-08,30.74723384,3.971072721,2,2.884420694,2024-05-17,3.758394775,2021-03-14,12.21585124,1.996108559,1015.11421,67.28450824,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 2023 플라이니트 퓨어 플래티넘,4.798453486,3.460844544,2023-04-06,19.12528227,3.999189261,2,2.877852536,2023-05-14,3.756925246,2024-02-08,19.57431797,2.983066869,671.8179153,10.24219949,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 샥스 TL 블랙 앤 맥스 오렌지,4.816167938,3.469029113,2023-07-02,17.45413769,3.9829695,2,2.881887581,2024-03-15,3.761180924,2023-12-04,20.78007402,3.926374957,847.3976172,40.98632783,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 샥스 TL 플래티넘 틴트,4.253619194,3.464461505,2024-01-06,12.36517783,3.9829695,3,2.878254848,2024-04-03,3.758032405,2024-02-08,16.71578304,3.213862051,679.1796473,25.93473976,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 97 넥스트 네이쳐 화이트,4.95403681,3.423193431,2021-12-21,25.47638614,3.988184788,2,2.86965745,2022-03-24,3.711462713,2023-11-10,18.3797277,3.108423687,830.870277,-34.49966457,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 퓨어 플래티넘 앤 레이저 오렌지,4.877785327,3.43850266,2023-07-04,17.41237393,3.977411166,2,2.878254848,2023-07-09,3.74117618,2024-01-23,19.00685417,3.956844303,897.3644238,30.70720063,0,0,0,0,0,0,0,1,0,0,0
나이키 x 트래비스 스캇 맥 어택 SP 라이트 스모크 그레이,4.676177917,3.446113327,2023-12-19,13.00645369,3.9675446,3,2.882461284,2023-12-19,3.768237144,2024-05-19,19.81712478,4.039867725,785.1160795,59.49085149,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 2023 플라이니트 트리플 블랙,4.466900929,3.44968441,2023-06-07,17.96224384,3.98577774,4,2.876271394,2024-01-12,3.752999607,2023-12-21,16.12714378,2.829028516,637.3530887,16.48001289,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 팀 골드 앤 화이트,4.887574266,3.405497893,2023-04-27,18.74534904,3.955054933,4,2.876227261,2024-02-29,3.706008016,2024-05-05,20.68151227,3.576885277,1124.337685,42.02186945,0,0,0,0,0,0,0,1,0,0,0
나이키 코르테즈 23 SE 위트 골드,4.310427195,3.442455344,2022-12-13,20.98896431,3.955054933,3,2.876271394,2023-08-15,3.727940462,2023-07-22,18.25241004,3.069190258,945.475271,42.19988003,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 샥스 TL 메탈릭 실버,3.835967577,3.45533514,2024-01-17,11.94503027,3.9829695,3,2.876271394,2024-04-21,3.76906894,2024-05-08,16.195032,2.45756849,371.7184295,18.8410237,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 화이트 블랙 미드솔,4.786594516,3.435128174,2020-06-27,30.36424436,3.955054933,2,2.880469312,2023-04-13,3.735357567,2020-07-21,20.01066967,4.244601414,1054.335341,61.66667832,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 리프트 브리드 블랙,4.596583938,3.426542104,2019-02-26,33.77351368,3.950066949,2,2.868808082,2023-05-06,3.683244933,2021-10-01,14.7881894,3.508784275,1046.169885,20.97895068,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 줌 알파플라이 넥스트% 3 볼트,3.936173385,3.469642998,2024-02-15,10.70453194,4.00645625,4,2.884368446,2024-05-10,3.796094158,2024-05-04,9.718649582,2.229786259,433.6347488,29.72993426,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 샥스 TL 화이트 앤 맥스 오렌지,4.498047317,3.457097576,2023-07-02,17.45413769,3.9829695,4,2.878911244,2023-06-30,3.74278095,2024-02-21,17.38830908,3.420762214,911.4312221,28.42555747,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 쿠키니 라탄 앤 파티클 그레이,4.161083457,3.433597295,2022-07-15,23.07922939,3.9675446,2,2.875300685,2023-10-19,3.717301608,2023-04-18,17.60978005,2.857238046,1004.181032,28.13205441,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 P-6000 메탈릭 서밋 화이트,4.297006651,3.44127921,2023-01-23,20.35304969,3.968809934,2,2.868808082,2024-04-12,3.726452522,2024-02-22,15.01727335,2.406973104,612.6813907,6.278544821,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 블랙 앤 세일,4.305538433,3.426936516,2023-10-05,15.2414531,3.959586,3,2.868719645,2024-04-24,3.73836282,2024-05-12,17.40632526,2.352563982,437.2515003,13.61578382,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 레트로 컬러 오브 더 먼스 화이트 포레스트 그린,4.509455069,3.445296073,2023-07-28,16.8971415,3.97435153,2,2.872906515,2024-03-08,3.729381945,2024-02-17,19.50519345,2.590885735,775.6950006,14.76101201,0,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 세일 울프 그레이,4.363375981,3.429921816,2020-06-24,30.38747512,3.949006974,4,2.874280324,2022-03-24,3.719977094,2020-11-05,15.07643829,2.590885735,938.7547991,39.61485155,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 밸런타인데이 화이트 어도비,4.350518975,3.426142609,2024-01-28,11.49955857,3.963730634,4,2.870138633,2024-01-31,3.730779516,2024-05-09,17.20188065,3.108423687,621.0425141,14.61717615,0,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 프리미엄 한글날 포톤 더스트 카키,4.552404985,3.427710548,2023-10-06,15.21515039,3.955054933,4,2.870448512,2023-10-11,3.727202466,2024-02-17,15.98509749,3.420762214,683.5368197,22.13435625,0,0,0,0,0,0,0,1,0,0,0
나이키 줌X 베이퍼플라이 넥스트% 3 세일 코발트 블리스 토탈 오렌지,3.958747078,3.460956102,2023-04-01,19.2138231,4.007847168,3,2.881271824,2024-04-05,3.775825081,2023-11-04,12.32784003,2.504832088,587.1692069,15.33783463,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 2 블랙 메탈릭 골드 그레인,4.268640348,3.473125161,2023-09-29,15.39768349,4.00645625,3,2.881012507,2024-03-05,3.775825081,2023-11-13,14.26524325,2.590885735,569.2987325,15.61276679,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 프레쉬 화이트,4.797608861,3.44054883,2022-06-25,23.33178586,3.9675446,3,2.870448512,2022-08-11,3.712485437,2024-02-13,19.03184776,3.799213188,853.6302611,12.55109814,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어맥스 퓨리오사 실버 앤 블랙,4.450714609,3.421840118,2021-06-01,27.49517644,3.977411166,2,2.87927087,2023-03-17,3.728666846,2024-05-16,15.12542995,3.31866452,1062.983078,34.73110892,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 40 블랙 아이언 그레이,4.418049763,3.423193431,2023-04-01,19.2138231,3.963730634,3,2.868808082,2024-02-27,3.727940462,2023-12-14,12.74467262,0.672240797,592.7002258,10.61480373,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 플라이 5 블랙 화이트,3.862255961,3.437144454,2022-07-18,23.04091696,3.977411166,2,2.86965745,2023-11-11,3.749564395,2024-05-19,12.10032123,1.046711732,311.6274611,0,0,0,0,0,0,0,0,1,0,0,0
나이키 x 꼼데가르송 옴므 플러스 에어 페가수스 2005 블랙,3.296340154,3.44985952,2023-10-06,15.21515039,4.00599158,1,2.874333828,2024-05-06,3.750886156,2024-05-06,13.47282764,1.046711732,557.0483442,-40.23803871,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 2 프로토 화이트,4.124616711,3.481595058,2022-06-15,23.45624806,4.00645625,3,2.889300543,2023-09-25,3.796597905,2022-06-16,15.69959482,2.45756849,817.5417046,57.39911661,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 스피리돈 케이지 2 바시티 레드,3.53759144,3.465941762,2020-04-13,30.93547605,3.971072721,2,2.877274762,2024-04-09,3.720836711,2020-12-10,10.35436531,2.082384297,1050.476139,32.38791762,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 P-6000 트리플 블랙,3.114160559,3.417401966,2019-05-21,33.23079312,3.955054933,2,2.863340555,2024-04-04,3.711462713,2024-04-06,10.19623391,1.499690641,550.7913644,0,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 23 프리미엄 화이트,3.842692158,3.434525393,2024-01-03,12.47582077,3.959586,3,2.870524677,2024-05-17,3.746307941,2024-02-12,15.53932479,1.046711732,411.8900335,18.94891745,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 스콜피온 플라이니트 레몬 워시,4.465995511,3.451711086,2022-10-15,21.84826859,4.001714965,4,2.883500862,2023-07-04,3.775595676,2024-04-13,15.58836726,3.245561783,741.8187616,30.38376277,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 블랙 다크 팀 레드,3.274026321,3.434219277,2024-01-10,12.21510216,3.978232116,4,2.87118791,2024-04-13,3.73836282,2024-05-04,12.76501751,1.304341822,569.2987325,5.6994006,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 P-6000 화이트 메탈릭 실버,4.049422346,3.45934416,2023-03-05,19.68005867,3.971914522,3,2.876271394,2024-03-25,3.720836711,2024-01-04,17.07211037,2.736732394,1011.538776,27.9861816,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 머큐리얼 베이퍼 15 프로 TF 화이트 발틱 블루,4.974584504,3.457357777,2023-01-13,20.51137204,3.959586,3,2.877625625,2023-11-01,3.755009723,2023-02-16,16.77669789,3.558168451,686.5747308,43.78589049,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 줌 보메로 5 플래티넘 틴트 블랙,4.029989111,3.435424954,2024-01-18,11.90563509,3.977411166,3,2.870059827,2024-02-17,3.739509938,2024-05-03,13.83005212,2.352563982,491.6675512,2.104195618,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 23 까치,4.224299944,3.418441748,2023-07-21,17.05019209,3.955054933,1,2.870448512,2023-07-21,3.699893806,2023-11-13,17.2775779,3.384348365,971.6777724,22.13435625,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 40 블랙 앤트러사이트,4.419600514,3.433909931,2023-04-01,19.2138231,3.973392165,3,2.866480723,2024-05-16,3.727940462,2023-12-10,13.25006851,1.304341822,475.7331511,-20.74586403,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 휴마라 페이디드 스프러스,4.207394379,3.423193431,2023-02-28,19.76430051,3.984936518,4,2.873785965,2023-03-15,3.727940462,2024-02-09,14.94750723,2.549160899,833.9588311,8.648842851,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 화이트 라이트 스모크 그레이,3.778038425,3.430624521,2023-12-12,13.24235208,3.959586,3,2.870059827,2024-05-03,3.743818616,2024-04-18,13.62179214,0,425.5038567,17.56208606,0,0,0,0,0,0,0,1,0,0,0
나이키 코비 4 프로트로 블랙 유니버시티 골드,4.346131953,3.465941762,2024-01-09,12.25290124,3.985507349,3,2.884065568,2023-12-31,3.779928701,2024-05-08,14.71446448,3.371736273,711.0793918,49.31641516,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프로 위트 2023,4.446431241,3.442912101,2023-10-25,14.70009438,3.963730634,4,2.876702127,2023-10-27,3.755400134,2024-04-10,17.64089354,3.951872921,626.5208008,36.44247615,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 라이트 스모크 그레이,4.303423586,3.44985952,2023-08-11,16.58369101,3.963690907,3,2.873785965,2024-04-16,3.728666846,2023-10-16,13.9886507,2.45756849,825.7332891,26.05738834,0,0,0,0,0,0,0,1,0,0,0
나이키 x 빌리 아일리시 에어포스 1 하이 '07 SP 세쿼이아,4.674945848,3.430275213,2022-10-17,21.82011366,3.9829695,3,2.876048727,2023-10-08,3.688320602,2023-10-23,18.35489723,3.629893949,1222.90368,18.0754207,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 휴마라 블랙 앤 메탈릭 실버,4.224299944,3.43850266,2023-07-12,17.24356635,3.977411166,3,2.874226543,2023-11-14,3.74117618,2024-04-05,16.74958104,2.630285078,691.9045558,16.55034227,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 덩크 점보 블랙 화이트,3.976935867,3.415218923,2023-06-21,17.68081625,3.968809934,2,2.873148261,2023-09-24,3.719101726,2024-05-14,13.33255827,2.293748371,899.9152489,19.95262664,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 로우 화이트 팀 레드,4.691790946,3.44127921,2021-03-30,28.06969717,3.951514441,2,2.874280324,2024-03-01,3.726452522,2023-10-19,20.8746031,3.127205683,872.8620499,37.54822065,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 고어텍스 블랙 앤 다크 그레이,4.97685561,3.461829927,2020-11-12,29.25822484,3.99438812,3,2.882461284,2021-10-09,3.755009723,2023-11-19,20.40532262,4.615863032,952.651232,32.72579317,0,0,0,0,0,0,0,1,0,0,0
나이키 야니스 이모탈리티 2 EP 화이트 블랙,4.012561199,3.429202407,2022-08-10,22.74332683,3.947979022,3,2.863340555,2024-05-14,3.715431824,2024-02-16,12.36944074,1.656452944,498.1356071,7.187483759,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 40 화이트 옵시디언,3.720173758,3.444021721,2023-04-01,19.2138231,3.973392165,4,2.870448512,2024-02-15,3.728666846,2024-02-27,11.98935093,0.672240797,664.6770833,7.637827237,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 2 로우 서밋 화이트 앤 브라이트 만다린,4.612713038,3.422297631,2023-04-14,18.98210881,3.97435153,2,2.871948253,2023-04-14,3.727202466,2023-12-22,17.31554408,3.731240197,756.2035359,11.70029886,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 화이트 말라카이트,2.881614984,3.42406464,2023-12-14,13.17566037,3.959586,2,2.868719645,2024-05-10,3.724915363,2024-02-27,9.660872443,1.898699836,628.9009387,13.61578382,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 에어 익스플로레이드 뉴트럴 그레이 앤 애쉬 그린,3.567402336,3.44054883,2024-01-01,12.54870394,3.971072721,2,2.87320785,2024-05-03,3.744328209,2024-04-29,13.80170159,2.082384297,591.9853339,18.35238334,0,0,0,0,0,0,0,1,0,0,0
나이키 x 에이프릴 스케이트보드 SB 덩크 로우 프로 QS 레이서 블루 메탈릭 실버,4.368751777,3.466646807,2023-11-27,13.72578297,3.9675446,3,2.886657871,2023-11-27,3.777391689,2024-01-27,17.40407702,3.694201832,918.0697565,87.87345551,1,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 포톤 더스트 앤 유니버시티 블루,4.306240742,3.444021721,2023-10-13,15.02884376,3.977411166,3,2.874333828,2024-03-07,3.743302908,2024-04-04,15.28176058,3.432453892,668.4314584,16.90354212,0,0,0,0,0,0,0,1,0,0,0
나이키 터미네이터 로우 벨벳 브라운,4.204656112,3.420427107,2023-07-02,17.45413769,3.9675446,4,2.87577474,2023-12-20,3.723325976,2024-05-12,16.58340001,2.768885608,968.8247788,29.80902158,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 컬러 오브 더 먼스 화이트 쥬얼,4.335256475,3.428465572,2023-04-06,19.12528227,3.9675446,1,2.870448512,2024-02-29,3.728666846,2023-07-17,17.59036496,3.069190258,664.6770833,12.55109814,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 2 토탈 오렌지,4.297725077,3.471455563,2022-09-01,22.4520165,4.00645625,2,2.886261296,2024-02-21,3.784873038,2022-12-12,14.49162747,3.089095643,784.5133204,39.02065257,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 골프 화이트 블랙,4.644460755,3.431648733,2020-12-23,28.91440891,3.973392165,2,2.876271394,2022-05-24,3.728666846,2023-12-09,14.73918483,3.027508338,938.1054899,26.76359928,0,0,0,0,0,0,0,1,0,0,0
나이키 코비 8 프로트로 코트 퍼플,4.019913344,3.465761969,2024-02-08,11.0245743,3.985507349,3,2.882461284,2024-02-13,3.783974778,2024-03-13,13.83261945,3.027508338,525.2080197,41.22608501,0,0,0,0,0,0,0,1,0,0,0
나이키 르브론 21 EP 화이트 바이코스탈,2.942792857,3.439798842,2023-12-12,13.24235208,3.990177853,4,2.873785965,2024-04-22,3.752167155,2024-05-13,9.373112791,0.672240797,504.9732281,3.33568701,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 고어텍스 한글날,4.206483775,3.440794423,2023-10-06,15.21515039,3.977411166,3,2.874280324,2023-10-23,3.735357567,2024-04-10,16.59547379,2.703019661,770.1049553,16.72731379,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 SE 슈퍼소닉 팬텀 라이트 본,4.514232987,3.437967113,2023-08-07,16.67428064,3.955054933,4,2.874280324,2024-04-01,3.720836711,2023-12-19,19.7253011,2.549160899,930.3283706,34.66183182,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 2023 플라이니트 퓨어 플레티넘 앤트러사이트,4.114373164,3.440051074,2023-06-23,17.63997535,3.992335303,3,2.875349111,2023-11-16,3.746307941,2024-01-10,14.11259639,1.996108559,681.8304585,7.356959792,0,0,0,0,0,0,0,1,0,0,0
나이키 x 트래비스 스캇 에어포스 1 '07 로우 캑터스 잭 유토피아 에디션 화이트,3.670391953,3.459816024,2023-07-28,16.8971415,3.981400609,2,2.878182974,2024-03-21,3.773463793,2023-10-04,17.29372245,2.45756849,418.055312,27.00827995,1,0,0,0,0,0,0,1,0,0,0
나이키 P-6000 화이트 레몬 시폰,3.88299215,3.421840118,2023-03-14,19.52680912,3.950066949,3,2.867003917,2024-03-15,3.692961257,2024-03-22,11.97680797,2.406973104,906.9455473,15.85517105,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 마운틴 플라이 2 로우 뉴트럴 올리브 앤 마운틴 그레이프,4.061440814,3.44054883,2023-04-14,18.98210881,3.97435153,2,2.875728332,2023-04-10,3.724915363,2023-11-24,13.03891751,3.00565424,951.7802161,24.07385959,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 쿠키니 다크 초콜릿,3.591508661,3.438766694,2022-07-15,23.07922939,3.9675446,2,2.86690105,2024-03-22,3.711462713,2024-02-16,13.82234019,2.45756849,711.4651114,0,0,0,0,0,0,0,0,1,0,0,0
나이키 x 언디핏 에어포스 1 로우 SP 5 온 잇 코트 블루,4.858618006,3.424491394,2021-09-22,26.4060875,3.9675446,4,2.875349111,2021-09-14,3.717301608,2023-10-25,17.45106576,4.373883681,1006.185472,28.30184674,1,0,0,0,0,0,0,1,0,0,0
나이키 x 사카이 베이퍼와플 투어 옐로우 & 골지 그린 세일,5.26381146,3.486046784,2020-12-17,28.96519174,3.985507349,3,2.890120103,2022-12-07,3.793451445,2021-04-25,19.83982841,0.672240797,925.1586015,92.926609,1,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어 줌 스피리돈 쿠키니 화이트,4.985769632,3.462043363,2020-07-24,30.15367955,3.9829695,2,2.884760266,2020-08-04,3.74117618,2023-09-26,19.0902172,4.253602758,1177.587227,55.92854397,1,0,0,0,0,0,0,1,0,0,0
